BlendedDecal,ps,3636127790,F020426,"BlendedDecal-MO_GBUFFER-ALPHABLEND-WR_ALBEDO-WR_NORMAL-WR_AO-WR_METAL (0x000000000F020426)"
BlendedDecal,ps,3670358483,20060426,"BlendedDecal-MO_GBUFFER-ALPHABLEND-DITHER-WR_EMISSIVE (0x0000000020060426)"
BlendedDecal,ps,3670358483,60060426,"BlendedDecal-MO_GBUFFER-ALPHABLEND-DITHER-WR_EMISSIVE-EMISSIVE_ADDITIVE (0x0000000060060426)"
BlendedDecal,ps,3697696147,3F060426,"BlendedDecal-MO_GBUFFER-ALPHABLEND-DITHER-WR_ALBEDO-WR_NORMAL-WR_AO-WR_METAL-WR_ROUGH-WR_EMISSIVE (0x000000003F060426)"
BlendedDecal,ps,3697696147,7F060426,"BlendedDecal-MO_GBUFFER-ALPHABLEND-DITHER-WR_ALBEDO-WR_NORMAL-WR_AO-WR_METAL-WR_ROUGH-WR_EMISSIVE-EMISSIVE_ADDITIVE (0x000000007F060426)"
BlendedDecal,ps,3708911174,16060426,"BlendedDecal-MO_GBUFFER-ALPHABLEND-DITHER-WR_NORMAL-WR_AO-WR_ROUGH (0x0000000016060426)"
BlendedDecal,ps,3732671264,6060426,"BlendedDecal-MO_GBUFFER-ALPHABLEND-DITHER-WR_NORMAL-WR_AO (0x0000000006060426)"
BlendedDecal,ps,3785490341,2F020426,"BlendedDecal-MO_GBUFFER-ALPHABLEND-WR_ALBEDO-WR_NORMAL-WR_AO-WR_METAL-WR_EMISSIVE (0x000000002F020426)"
BlendedDecal,ps,3785490341,6F020426,"BlendedDecal-MO_GBUFFER-ALPHABLEND-WR_ALBEDO-WR_NORMAL-WR_AO-WR_METAL-WR_EMISSIVE-EMISSIVE_ADDITIVE (0x000000006F020426)"
BlendedDecal,ps,3804382495,4020426,"BlendedDecal-MO_GBUFFER-ALPHABLEND-WR_AO (0x0000000004020426)"
BlendedDecal,ps,3833563302,19020426,"BlendedDecal-MO_GBUFFER-ALPHABLEND-WR_ALBEDO-WR_METAL-WR_ROUGH (0x0000000019020426)"
BlendedDecal,ps,3844745552,16020426,"BlendedDecal-MO_GBUFFER-ALPHABLEND-WR_NORMAL-WR_AO-WR_ROUGH (0x0000000016020426)"
BlendedDecal,ps,3847563782,8020426,"BlendedDecal-MO_GBUFFER-ALPHABLEND-WR_METAL (0x0000000008020426)"
BlendedDecal,ps,385619463,21020426,"BlendedDecal-MO_GBUFFER-ALPHABLEND-WR_ALBEDO-WR_EMISSIVE (0x0000000021020426)"
BlendedDecal,ps,385619463,61020426,"BlendedDecal-MO_GBUFFER-ALPHABLEND-WR_ALBEDO-WR_EMISSIVE-EMISSIVE_ADDITIVE (0x0000000061020426)"
BlendedDecal,ps,38688577,1A060426,"BlendedDecal-MO_GBUFFER-ALPHABLEND-DITHER-WR_NORMAL-WR_METAL-WR_ROUGH (0x000000001A060426)"
